"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diff_expression"
"Enterococcus avium",246.857890513632,-1.68224245205934,0.477298734778838,-3.5245064138685,0.00042427254333693,0.0282926749107892,"Downregulated"
"Bifidobacterium ramosum",0.813633091681765,20.4820766314985,5.81261823750946,3.52372645072842,0.000425523310739351,0.0282926749107892,"Upregulated"
"Odoribacteraceae bacterium",453.227573706897,-2.6041453395768,0.739788344814425,-3.52012215092419,0.000431348096570626,0.0285249330456489,"Downregulated"
"Phaeovulum vinaykumarii",6.35129669980669,-20.4619360133376,5.82282479259101,-3.51409096824852,0.000441261671340095,0.0290236305762082,"Downregulated"
"Parabacteroides faecis",1124.9597654459,-2.53534186561124,0.722230003118983,-3.51043553253431,0.000447373273537626,0.029268260045237,"Downregulated"
"Parabacteroides johnsonii",2645271.799304,-2.69541501110537,0.768276507892075,-3.50839181390668,0.000450824552016357,0.0293371679221708,"Downregulated"
"Sphingomonas glaciei",14.556265180233,-6.36012773934041,1.81418972445098,-3.50576770093058,0.000455292395638117,0.0294711490382896,"Downregulated"
"Streptococcus sp. CP1998",5.03649980362218,18.332837549917,5.242231684478,3.49714370774562,0.000470268427079909,0.0302803365099769,"Upregulated"
"Candidatus Gallibacteroides avistercoris",6816.42125704936,-2.47576999203476,0.711727251261364,-3.47853758254592,0.000504157737016527,0.0322924908620952,"Downregulated"
"Sphingobium sp. LF-16",2.46278118423451,20.2027178988497,5.81144127483098,3.47636962044967,0.000508251284393771,0.0323851365274656,"Upregulated"
"Pectobacterium sp. 21LCBS03",7.39269938824911,15.8007479226616,4.5570188660721,3.46734310017922,0.000525630501972449,0.0331472348511904,"Upregulated"
"Flavobacterium sp. WC2421",8.44898765509743,20.1545225751681,5.81162181916116,3.46796870173448,0.000524408361534658,0.0331472348511904,"Upregulated"
"Odoribacter splanchnicus",1836.24752150558,-2.45120176236956,0.70874197944508,-3.45852487006452,0.000543142124943368,0.0340759013156778,"Downregulated"
"Bacteroides helcogenes",829.603378288674,-2.26459286358888,0.656483044514165,-3.44958317280655,0.000561452744029176,0.0350449636247599,"Downregulated"
"Streptomyces chrestomyceticus",6.7747493536446,18.8809027688431,5.49127784617652,3.438344097265,0.000585283450155471,0.0361634228747578,"Upregulated"
"Actinoalloteichus sp. GBA129-24",11.9242709477401,19.9829474116117,5.8109721240314,3.43883036866961,0.000584233193478716,0.0361634228747578,"Upregulated"
"Escherichia coli",1888646.71246386,-2.45547634669979,0.71522005932751,-3.43317600600934,0.00059655470660798,0.0365236656619238,"Downregulated"
"Parabacteroides merdae",90763.5690514804,-2.7238897531752,0.793457939845529,-3.43293527783651,0.000597084611115314,0.0365236656619238,"Downregulated"
"Thomasclavelia ramosa",2082.07434643261,-1.57563831489646,0.459979184912461,-3.42545568707924,0.000613769046247839,0.0373574652328163,"Downregulated"
"Streptomyces sp. Alt3",6.54973367339701,19.8583327084726,5.81094173933855,3.41740351207394,0.000632214996336429,0.0382896943820786,"Upregulated"
"Parabacteroides sp. An277",25989.590023436,-2.59373207075813,0.759439535299022,-3.41532399908161,0.000637061845912511,0.0383931754822347,"Downregulated"
"Streptomyces sp. NBC_00539",13.3523725958559,19.814184383743,5.81190854332093,3.4092388474546,0.0006514441668065,0.0390674898858369,"Upregulated"
"Micromonospora sp. RL09-050-HVF-A",1.86646290648932,19.7989145759343,5.81196133229676,3.40658057477307,0.000657821304095489,0.0392574918746547,"Upregulated"
"Gordonibacter pamelaeae",16536.3371032048,-2.37603718530557,0.701587656313194,-3.38665762421123,0.000707496209859979,0.0420170321913931,"Downregulated"
"Escherichia fergusonii",9207.80082690294,-2.27451917825038,0.672140012513958,-3.3839960959074,0.000714390189723275,0.0422214955607466,"Downregulated"
"Anaerotignum sp. MB30-C6",3041.51638995747,-2.19549566337505,0.649650368851458,-3.37950345084319,0.000726168957476037,0.0427113030084704,"Downregulated"
"Virgibacillus sp. Bac332",7.95016191830431,19.135753739704,5.67171837652347,3.37388996938058,0.000741139858068425,0.043383277624924,"Upregulated"
"uncultured Bacteroidales bacterium",3408.49774834081,-1.89117599052459,0.56123788452986,-3.36965134153195,0.000752633483920932,0.0438462763918509,"Downregulated"
"Anaerotignum propionicum",2792.70999372811,-2.02725448577425,0.606517389908476,-3.34245071865156,0.000830420995581775,0.0481486751656277,"Downregulated"
